tmdbId,title,clean_overview
21056,Big Eden,henry hart young gay artist living new york city grandfather stroke henry puts career hold returns home small town big eden montana care henry hopes strike romance dean stewart best friend still feelings surprised finds pike quiet native american owns local general store may crush
9397,Evolution,comedy follows chaos ensues meteor hits earth carrying alien life forms give new meaning term survival fittest david duchovny orlando jones seann william scott julianne moore people standing aliens world domination could bad news earth
9705,Swordfish,rogue agent gabriel shear determined get mitts 9 billion stashed secret drug enforcement administration account wants cash fight terrorism lacks computer skills necessary hack government mainframe enter stanley jobson encryption expert log anything
26475,The Anniversary Party,celebrating reconciliation six years marriage american actress sally nash british novelist joe therrian receive close friends colleagues next door neighbors party effect ecstasy revelations disclosed relationships deteriorate among group
29937,Musíme si pomáhat,1943 childless couple decide hide jewish refugee david wiener son former employer secret pantry apartment aware danger brought household neighbours takes helping fellow man need granted time largely unheroic hero dying fear personal situation greatly complicated approaching end war faces danger germans honest fellow czechs
10364,Catch-22,bombardier world war ii tries desperately escape insanity war however sometimes insanity sane way cope crazy situation
32458,Forgotten Silver,life story colin mckenzie forgotten pioneer international cinema born rural new zealand 1888
1089,Point Break,los angeles gang bank robbers call commit crimes wearing masks reagan carter nixon johnson believing members gang could surfers sends young agent johnny utah beach undercover mix surfers gather information
9967,Uncommon Valor,group vietnam war veterans rescue one left behind taken prisoner vietnamese
17494,Unlawful Entry,house couple gets help one cops answered call helps install security system begins dropping short notice unofficial patrol angling pry couple problems wife husband begins wondering getting much help
17465,Youngblood,skilled young hockey prospect hoping attract attention professional scouts pressured show fight challenged stay canadian minor hockey town activities complicated relationship coach daughter
759,Gentlemen Prefer Blondes,lorelei lee beautiful showgirl engaged married wealthy gus esmond much disapproval gus rich father esmond thinks lorelei money lorelei goes cruise accompanied best friend dorothy shaw esmond hires ernie malone private detective follow report questionable behavior would disqualify marriage
10297,How to Marry a Millionaire,three women set find eligible millionaires marry find true love process
10653,The Seven Year Itch,family away annual summer holiday publishing executive decides live bachelor life beautiful ditzy blonde apartment catches eye soon start spending time little much time
9576,Tootsie,struggling work actor michael dorsey secretly adopts female alter ego dorothy michaels order land part daytime drama unwittingly becomes feminist icon ends romantic pickle
10865,Atlantis: The Lost Empire,world highly qualified crew archaeologists explorers led historian milo thatch board incredible submarine ulysses head deep mysteries sea underwater expedition takes unexpected turn team mission must switch exploring atlantis protecting
1995,Lara Croft: Tomb Raider,english aristocrat lara croft skilled combat middle battle secret society shapely archaeologist moonlights tomb raider recover lost antiquities meets match evil powell search powerful relic
